UTC,Lat,Lon,Alt,ECEF_X,ECEF_Y,ECEF_Z,ax,ay,az,gx,gy,gz
0.0,0,0,0,99.79739422708192,0.980004236133894,0.30515083587497266,-0.3565140682429069,0.05367063512052226,9.834934495606777,-0.0194249769096177,-0.001554224325277597,0.08844292425083085
0.01,0,0,0,99.02303452140997,-1.637795400713752,-0.7347432134727092,-0.3373796054545555,0.017234429994899665,9.745083703016553,-0.025208470065727347,0.0014880876167959033,0.09786073533648833
0.02,0,0,0,100.0472197863039,0.8203327971888172,-0.43651486326554356,-0.40450864121022856,0.03358735908349403,9.819431554078399,0.01608067247172729,-0.010356040560453942,0.10881058892057434
0.03,0,0,0,98.82004559779887,0.15914374547711682,0.3953072526493312,-0.3411999119267436,0.015201439713846746,9.776027750754112,-0.00012024028913188121,-0.0023955585893709903,0.10489178350637793
0.04,0,0,0,100.40298377699223,-1.5743308479642353,-0.30152629576934703,-0.39313257437764454,0.06793399785363187,9.848701138703554,-7.480796740746615e-05,0.0021668909749767316,0.10295665551481999
0.05,0,0,0,98.87087200580662,0.2432533860605876,-0.33516697322638483,-0.46900544772475666,0.06464771676367043,9.806957523999854,-0.0019334094967962277,0.008967973320332352,0.10422324797449875
0.06,0,0,0,99.89718633043329,0.41454330211120427,0.4006416383398367,-0.4820098387849772,-0.033633408616004445,9.800822983899177,-0.0011495093149184261,-0.014822314236773087,0.11151665583047476
0.07,0,0,0,100.72386215381373,1.3627991186239865,-0.520630606562299,-0.43418665255128874,0.02384493523602517,9.79164626769909,-0.008965855406471919,0.00573447493355399,0.11491673858801807
0.08,0,0,0,98.93305399547701,-1.1810798597321623,-0.10737861841004537,-0.474663417277849,0.07568074607602102,9.912725744470238,0.01542806773769682,-0.0033578593897974967,0.08845365661271158
0.09,0,0,0,101.99049553584514,0.4343723251604056,-0.5775342640192128,-0.31449806934057134,-0.005762528393111332,9.825116145017414,0.013755969643042085,-0.004040953118323996,0.12035531456719595
0.1,0,0,0,98.73516133188554,-0.601211854661491,0.10722928841915275,-0.35991954681245736,-0.015908910878407734,9.752172239146633,0.012812386535229803,0.0121644738727708,0.10155511603763562
0.11,0,0,0,99.65441999655599,1.4501265766824418,0.44807834101289173,-0.41977442820658606,-0.01544057751521916,9.861098157753002,0.007331793174225577,0.013781426804976129,0.09009376776622745
0.12,0,0,0,100.0114447792823,1.6649194968751841,1.6129781705930544,-0.3181612301634764,0.022787637008411802,9.90240545520528,0.0054001780172314075,0.010621674475886602,0.09676485053215542
0.13,0,0,0,100.01077244851285,1.4223186583158287,0.06440752243194205,-0.3583177201010912,-0.0022510545054252214,9.878866751476417,-0.021919786562798818,-0.014222345015068739,0.1068163422366839
0.14,0,0,0,100.24022958352421,1.1535456857331152,-1.5231724641738478,-0.36623154657254897,-0.03866587484377669,9.838524304303984,0.009944145282075845,0.012205506039312326,0.12013554294648701
0.15,0,0,0,99.81839059578022,1.191357812447657,-0.3911563722528423,-0.42134861055822187,-0.0074531056636616445,9.862515977613818,-0.006110011240896292,0.007963400197488323,0.09998378283036621
0.16,0,0,0,100.65357875789569,1.2374872203153928,0.9954151904494745,-0.4162290575670452,-0.08289156572611213,9.797602289633605,-0.004799681461487265,-0.005159809893490796,0.1041687306259004
0.17,0,0,0,101.1854684678341,0.5266481846509176,-0.10200628012726169,-0.36599819899467534,-0.012258348724495948,9.78685718571428,0.0031282223676684646,0.005737671099019008,0.11397844307031499
0.18,0,0,0,100.26623807883799,1.4731748243901228,-1.098679373434385,-0.3612244506268812,0.056041080526524775,9.856948473435242,-0.0006387783283134668,-0.012540226524285165,0.0900106362375441
0.19,0,0,0,99.45942178447578,0.16715136940843767,-0.4581369898417196,-0.3925458513778087,0.034349139965082334,9.752438667124645,0.011049972018044146,-0.0037753114855982517,0.11257613112576653
0.2,0,0,0,98.28287802117902,1.6483020043457337,-0.08920329769166797,-0.39953067458870634,-0.01648934311430725,9.799199928921345,0.0033396514967619037,-0.0017117936979639942,0.09933887606047993
0.21,0,0,0,98.46154618020819,2.856827358974841,1.4141103906067818,-0.3142575013864777,-0.04389687643607122,9.719585233575023,0.006180684939300418,0.0034652701831300032,0.08991566979468854
0.22,0,0,0,98.86954940129505,-0.32251899687251906,1.0525473107347487,-0.5191438157850757,-0.019683040259522503,9.893209602739196,-0.00476062557777867,-0.0049061223402665265,0.0971724067237063
0.23,0,0,0,100.52244986049647,0.8277966138485388,1.202249003361171,-0.4869165960648303,0.015738412639461963,9.854328974637884,-0.014512262989011584,-0.009242684025950717,0.11213179188391593
0.24,0,0,0,100.92758760941649,-0.021866756505624085,-1.4942635290662387,-0.3344416829461071,0.01697420304930674,9.764991988606319,-0.004134487034717955,0.0028638674395539015,0.09811405170852514
0.25,0,0,0,100.6411422301178,1.6396378643030396,-0.13260407824049675,-0.38572357737495183,-0.020908924413821143,9.77864756926511,-0.017680567191743973,0.00019545844798181757,0.09947244891999232
0.26,0,0,0,100.76859912705645,1.568145285065017,-0.013503244592976752,-0.3359157104038685,-0.06180834152466523,9.836819460942381,-0.016711471647953488,-0.008383618800008078,0.08787342867376688
0.27,0,0,0,98.31003001227037,0.8898588287803454,1.6772005099660963,-0.45010094638842196,-0.011022924304678536,9.771826734834546,0.0038345501485421603,-0.009910911353316136,0.11329794365205076
0.28,0,0,0,102.7528984650748,1.5076492339258363,-1.9255673603328771,-0.41651973462306724,-0.0616354564313554,9.820953578126884,-0.004753922422145423,-0.008358702556183057,0.08904129189201285
0.29,0,0,0,98.05742196625117,3.6092628770829585,-0.433990462215957,-0.3200757549623642,0.0348087477737188,9.771676678449012,-0.009331190886861417,0.006734727961582308,0.09753081672510545
0.3,0,0,0,99.55763707205877,2.2824814733170964,-0.4627366479963376,-0.3199810472410689,0.06832367555795713,9.759949522775862,0.010331898643631479,-0.006514425498636812,0.08133299413196059
0.31,0,0,0,97.45942641860042,2.3760172002682443,0.3918287077161016,-0.410110387729091,0.06172695443946955,9.815324699014507,-0.008432983112849525,0.0070203032366732655,0.10197675566954247
0.32,0,0,0,101.9328474266562,1.0156274800782168,-0.759802131987775,-0.3937501962867644,0.04928040515150202,9.776380320783677,0.0033649978882090087,-0.015669593711673528,0.10407090383398834
0.33,0,0,0,98.21008934609523,3.0684702500461496,0.9373674142536799,-0.4302552524589199,0.01134201064443472,9.756848186357315,0.004212473786909802,0.008468399454691652,0.10534347213453783
0.34,0,0,0,101.05530773821475,2.0499034207148497,-0.1296730520286007,-0.35324458471137005,0.02363093437455586,9.821009465710254,0.010323893981263968,0.019235134876034544,0.09046959536635146
0.35000000000000003,0,0,0,99.569710086675,2.295692527689311,-1.614749862291331,-0.471577306328191,-0.009103926635786831,9.76013675210158,-0.0046385442950594566,-0.010981863837781498,0.09551091612686996
0.36,0,0,0,101.38511139652712,1.952043019866403,-0.5744867054162758,-0.4670247431430794,0.023377978565266997,9.770128094146495,0.01074529790229931,0.002252697220150467,0.10606762150206409
0.37,0,0,0,99.99420089103094,1.389975266292376,0.07758538948639096,-0.35116171588918466,0.030904663684253056,9.800633484508936,0.013914579669559422,-0.0021224430983993055,0.10032773637555782
0.38,0,0,0,100.58073676742836,2.055518711183648,0.32478159411011454,-0.32490679117937604,0.02782412096560697,9.811553171319947,-0.0016176728116566968,0.0033086702840635124,0.10749766628489185
0.39,0,0,0,100.71752429150284,2.0551501901496145,0.3090468350240348,-0.37074571333920736,-0.0446373252407889,9.818411527059187,-0.02161303886302362,0.004825337098211851,0.10660343054562683
0.4,0,0,0,99.64534318565298,3.848579999870505,0.9752005416847661,-0.3235428539343191,0.07655762469834841,9.808541365038673,0.0013931963072955982,0.011109111447344331,0.08499197984737826
0.41000000000000003,0,0,0,98.94109683002041,0.510955776568303,1.2218046849767015,-0.37627514861137157,-0.06927576064532515,9.807504488347943,-0.005899153962499331,0.003310389028172135,0.0919065331520512
0.42,0,0,0,99.24201361751318,3.0052377942905864,-0.7957176635206115,-0.4147245998165472,0.014019865312679371,9.809888094176292,-0.010674339329605,-0.012590649114481935,0.08994684874002765
0.43,0,0,0,99.93224300886516,2.871415538360941,0.701823040543344,-0.30740922488354183,0.057666843577214855,9.850417977483286,-0.0011965890247315014,0.015142807357204838,0.09781994368878878
0.44,0,0,0,98.37459925600935,2.556933287452194,0.6235257988258587,-0.3628859802006734,-0.01730025735627862,9.783350314028702,0.006399029571520845,0.007152365838912327,0.09606648875177128
0.45,0,0,0,99.05270420565338,3.3857519599491446,-0.40463852004094636,-0.30445811498638214,-0.053295177659566026,9.788671437358474,-0.003894035615253766,0.013558053394315013,0.09965058499541368
0.46,0,0,0,100.25038358384522,3.1700988005195025,0.2921688282073261,-0.4559458396011516,-0.037889231926971675,9.896702097721132,0.0038420922164946227,0.0010776005545254297,0.09750106264187955
0.47000000000000003,0,0,0,101.98321637254153,3.81542248308729,-0.830070495129237,-0.3889816855149256,0.05033606239906736,9.811155217300033,-0.009779388355526388,-0.006124228909008682,0.08020981306510286
0.48,0,0,0,100.78136294077757,2.9114625343609806,-1.7582088766554351,-0.4088135920642553,-0.024800967132260328,9.887127360568709,-0.01419877164270929,0.0011447605881877928,0.09891472157435154
0.49,0,0,0,99.39991694939104,2.6966433471630413,0.740125664105244,-0.4072745963624944,-0.04141854419778376,9.81397897732783,0.014341770365203265,-0.01739425244232278,0.09199777264600097
0.5,0,0,0,100.73201415637968,3.1934486765403975,1.0454602404822526,-0.4033932260151639,0.028126412113508012,9.77871134781341,0.0022992434541793754,0.0077779763087771495,0.09267700450262908
0.51,0,0,0,98.69909779911168,4.637509741820262,-1.8596630405497985,-0.4047842461187892,0.026545216700208627,9.807969688416074,-0.0009621226204057896,0.0025893042822568986,0.10536807469224906
0.52,0,0,0,97.81979643954982,3.2982970672626273,0.27168358450003066,-0.42895104805123513,0.0029162374847239627,9.8306177984543,0.015761725277413784,-0.018582914882251073,0.09492305871610292
0.53,0,0,0,100.21955998460763,1.8373707469254192,1.295207072669644,-0.3151677923769693,0.013808135094487218,9.862201256472119,0.00583837081539059,-0.004352481970051683,0.0859103925320796
0.54,0,0,0,99.50978647535742,3.784725138836588,-0.9261632634832083,-0.4028077669809022,0.06768197257794406,9.78598927829338,0.0026885078640099193,0.002093488573346888,0.09954955881989076
0.55,0,0,0,101.26299805548626,3.63063822237305,-1.0247507500763902,-0.4551734561932334,0.07021115052671967,9.846358399444604,0.0006589160860223994,0.016651423825437814,0.09732234481275154
0.56,0,0,0,97.54702566211095,2.4980564568291896,0.9792597442869628,-0.3022966534960586,0.0577520509347672,9.803948948449522,0.007271712595339489,-0.0040370343399790684,0.10829149035059545
0.5700000000000001,0,0,0,99.53117830844839,4.610254416225488,1.9824704501689276,-0.40717835880838693,0.018740324956097763,9.74266071689423,0.01847866995702103,0.011905296437176766,0.09799314781624671
0.58,0,0,0,100.10920819993245,3.4914897820318855,0.8092586281232987,-0.3470044333936579,0.11710004403423514,9.763882433546906,-0.008193868304987906,-0.01188941118053349,0.1044176064964948
0.59,0,0,0,100.94983311039037,2.4167302481051998,-0.301579807791105,-0.3330728256846549,-0.06762651052281227,9.780151398604943,0.008201435941230599,-0.00467738683858582,0.09201793923641845
0.6,0,0,0,100.60021740076428,4.51504221997627,-0.6275400027440727,-0.3782538098911291,-0.019887687672737,9.84915778280066,-0.0056887697519736906,0.014086194934459194,0.09874253702504229
0.61,0,0,0,101.93503240599378,2.359450666698228,0.7339504783642387,-0.49735703932541236,0.026987792621048213,9.813614417356241,0.005558260275751273,-0.0022652747238283803,0.09569572301199283
0.62,0,0,0,100.39414573778876,3.9979716729008303,-0.9864404990992466,-0.42340945098875865,-0.007692230370494442,9.7941448583713,-0.008034342741712573,0.005712242102362395,0.11390643595949958
0.63,0,0,0,97.1763657559349,4.362408473501852,-0.8455521763546138,-0.3688346864515239,0.11706087647497887,9.790965268810247,-0.00375983579351866,-0.005610891309809971,0.09510585765505582
0.64,0,0,0,98.38656086058369,4.289461125857659,1.1494873640103684,-0.47518564282215076,0.047049585470180344,9.755899110747905,-0.0033866905388375765,0.0146644239118858,0.08590784201975488
0.65,0,0,0,99.60482786099797,5.335281560149008,1.1364555743248452,-0.47338605538610845,0.029921266623237158,9.839049976998085,-0.020591604836923204,0.007985013379072202,0.10876605879842179
0.66,0,0,0,97.71652732256794,5.414427742105095,0.19022322184489376,-0.38950950130822093,-0.012888799254521561,9.761358605370852,-0.00037563509366191235,0.00569758919704179,0.0967582313895936
0.67,0,0,0,100.41051428372883,4.336418062918456,0.6357265264405499,-0.4136429960006085,0.0526880788254929,9.886231929824138,-0.028019115694878916,0.0043426364992207155,0.08573350789189654
0.68,0,0,0,100.9358002094629,3.6233939224671667,0.3624498815945265,-0.41962047094280086,-0.08368515840203392,9.787481590437169,0.004068476351397831,0.010153923286752234,0.08828168699527475
0.6900000000000001,0,0,0,102.30762000689201,3.4708501652884145,2.040133885996919,-0.42014905239177536,0.019232064980851362,9.854593881728517,-0.012270140772885359,-0.006799058967468315,0.1018496258734209
0.7000000000000001,0,0,0,99.82705445049187,5.8936921056373475,-0.6110850624767173,-0.2944293995748008,0.005404661067952347,9.795092373690007,-0.006920651986646915,-0.000682025303326691,0.08593280567440442
0.71,0,0,0,99.60775323075275,4.961482284026732,-0.02881660158862331,-0.4066829354482416,-0.07464012152134561,9.828703104406554,0.0026448168495137392,0.000637023597657709,0.09783172949777859
0.72,0,0,0,100.31795792115481,5.827313197083681,0.6069426083866378,-0.37889422764194686,0.021312725214663514,9.866171364354791,0.006769940973750542,0.0019286184315019063,0.11518422030652181
0.73,0,0,0,100.12185705703455,3.9932411145650106,1.27427225873437,-0.48673482161844867,0.07595200319849355,9.816758812067135,-0.0005195477090077795,0.0028134834748957706,0.09655016838042935
0.74,0,0,0,98.86467567679168,3.046700844579723,0.6255913025065598,-0.4003142652868619,-0.00827224789259586,9.763753709214038,0.002687757891486415,0.001871071001250919,0.10388424613677508
0.75,0,0,0,98.504469476772,5.6983735868888665,-0.7756063614376031,-0.32039870392825515,-0.04031405916482575,9.889472064178081,0.002839110587363809,-7.062904550829715e-05,0.0960245130345422
