Time_Step,Qw,Qx,Qy,Qz
0,0.9998322292553652,0.00035510161736978146,-0.018313552204782924,-3.24149806418196e-05
1,0.9996414400660015,-0.0001778194510184396,-0.02677030685035524,0.0005570943824845601
2,0.9994543166840064,-0.00029162245969533253,-0.03302626774227466,0.0004994567673728337
3,0.9992945519432327,-0.0007208680555628569,-0.03753221061687286,0.0011008960128839848
4,0.9991533902512778,-0.0006600106570126583,-0.04112791091008556,0.0007497196026882398
5,0.9990262983440606,-0.0009269324895198912,-0.04409215339645745,0.0012157392760357483
6,0.9989305070767792,-0.0010612631331501522,-0.04620741165693474,0.0012612929307722128
7,0.9988328860746082,-0.0008147185856548561,-0.04828901937039062,0.0006103586987361872
8,0.9987407002633011,-0.0005105402063111602,-0.05016716996158819,-8.969009942691001e-05
9,0.9986800961446886,-0.0007384362179296083,-0.051353881566118524,0.000546922737367176
10,0.9985999506684733,-0.0005397372204055593,-0.05289445231151926,0.00015531683828033985
11,0.9985587158878525,-0.0004986958806125401,-0.05366788754135214,-8.583172345711206e-06
12,0.9985177981473212,-0.00026799321114506075,-0.05442531321503129,-0.000142281797927103
13,0.9984444813122245,0.0003694420752069052,-0.05574826519780522,-0.0007824175045079577
14,0.9984308665499557,0.00014028352654840657,-0.05599479495429975,-0.000606612613038954
15,0.998417580630497,0.00042177992153991036,-0.056225533925092,-0.0009198502492545207
16,0.998403850474707,0.00048563436660845717,-0.05646952095160561,-0.0008418551163730533
17,0.9983802989234062,0.0005256797402504849,-0.05688310347231658,-0.0009027301803328869
18,0.9983559034339348,0.0003928804417043926,-0.05731223842293167,-0.0008019043105941292
19,0.998344012883559,0.0005038117641922744,-0.05751685159135551,-0.0008887610907389368
20,0.998320642935043,0.0004828449935506405,-0.05792095421019392,-0.0009076419201398999
21,0.99831735140176,0.00013667284636610685,-0.05798088340920329,-0.0008150888271079419
22,0.9983092690500436,0.00038069921651310114,-0.05811903904265563,-0.0007973064858971012
23,0.9982887117573769,0.0005287324520643479,-0.05846922609208392,-0.0008473605981961091
24,0.998271912296364,0.0009389614642979836,-0.05874988427827001,-0.0008709585631454076
25,0.9982802902744233,0.0012980015849167357,-0.05859953766765729,-0.0009335023489760206
26,0.9982885470190246,0.001512472535143426,-0.05845409081207642,-0.0008992134390577496
27,0.9982899429389853,0.0013573235450085018,-0.05843490863488784,-0.0008419931734020014
28,0.9983101684700924,0.0009408772975228344,-0.058094437347856714,-0.000979095686330099
29,0.9983112173975857,0.0014897981885701097,-0.05806833686894173,-0.0007496484394739898
30,0.9983179300480901,0.000943108180276694,-0.057960281032132084,-0.0010133677186561526
31,0.9982915439850191,0.0009634820236081526,-0.058413120913193,-0.0009860099276392954
32,0.9982766580805099,0.0010540523709662852,-0.058665015291989184,-0.001009398830388476
33,0.9982597782339504,0.000997335284844991,-0.05895104358430109,-0.0010931344636956892
34,0.9982850226698375,0.0008606286509658428,-0.05852421861998894,-0.0010902597520190324
35,0.9982878267282426,0.0012044802816447158,-0.05847175324737038,-0.0010091113080627117
36,0.9982761967804293,0.0010667947256322707,-0.05867150715524356,-0.0010729113415726072
37,0.9982751199428764,0.0011062939770739358,-0.05869009774193987,-0.0010165843366359173
38,0.9982700638212612,0.0011597163407973724,-0.058774250177986063,-0.0010593641109932534
39,0.9982773157668807,0.000523090553136452,-0.05865753463282484,-0.0011919867211941694
40,0.998301310124634,0.0005685744755669936,-0.058245683569245664,-0.001269358915664972
41,0.9983007120469741,0.0016224541650652353,-0.05824299903566955,-0.0008994622379109545
42,0.9983088494818155,0.001975490303272423,-0.058093451156501386,-0.000830311437177485
43,0.9982902796599881,0.0020861121876316092,-0.058409208227797285,-0.0007280566772753711
44,0.9983261833181223,0.0013811817359693467,-0.05780933361897308,-0.0010024894081941307
45,0.9983418436490815,0.0020189764444982178,-0.05752326982336927,-0.0007485868668797843
46,0.9983355062397837,0.0022934903531948766,-0.05762330870019624,-0.0007149667099392072
47,0.9983118330324391,0.0024468723417011974,-0.05802707386528768,-0.0005962732489003436
48,0.998279595193786,0.0024611974831251597,-0.05857915158072728,-0.0005247158868925268
49,0.9983007514391067,0.002378071229507765,-0.05822058461801739,-0.0005638972236897382
50,0.9982722015308491,0.0023232864662483684,-0.05871030079876651,-0.0005608661747730722
51,0.9982869354403319,0.0021442495694895414,-0.058464716751880655,-0.000688199140279226
52,0.9982716647829483,0.0022809126220615554,-0.058719724333815615,-0.0006889871206635155
53,0.9982771803123368,0.0015044162420446352,-0.058648443625408914,-0.00087639017461117
54,0.9983089437550697,0.0018292791394521233,-0.0580980785979135,-0.0007209852271425028
55,0.9982940013706231,0.002406387213826511,-0.0583348463935474,-0.0005846573773558293
56,0.9982977145113977,0.002888960885558114,-0.05825037742470431,-0.00046971927913841383
57,0.9983047818433783,0.003297175719467436,-0.05810770890876142,-0.00043051863408453587
58,0.9982962444577833,0.003209679114837743,-0.05825913676501402,-0.0004233731933745013
59,0.998261442742491,0.0030217896118419634,-0.05886287460457358,-0.0003503063063382999
60,0.9982964712132776,0.002887803034729847,-0.05827191707551525,-0.00044703142444836564
61,0.9982829688642959,0.00364895438069332,-0.05846133193788397,-0.00026809599639488884
62,0.9982893586865005,0.0028430580523059966,-0.05839575393910926,-0.00045746703703316216
63,0.9983024178416845,0.0032962000853206095,-0.0581488197652947,-0.0003638081190293289
64,0.9983101595229713,0.0036212301640196364,-0.05799670845994104,-0.0003064198607618082
65,0.9983014381014583,0.003964225637052066,-0.05812490391184056,-0.00013836508943231135
66,0.9982666294833995,0.004526152021974382,-0.058679179182612215,6.586487765368102e-05
67,0.9982535676476927,0.004132128420684316,-0.058929956438071,-2.0677901054914203e-05
68,0.9982726203448535,0.004094863561201403,-0.05860892539661826,-3.7763588444184775e-05
69,0.9982470212909714,0.00368724852754661,-0.059070036044697384,-0.00013972715294580888
70,0.9982477018009371,0.003889721940182553,-0.059045613815777005,-0.00010677777618776597
71,0.998202795481131,0.003678599172303273,-0.05981318048396999,-0.00017447686609489425
72,0.9982258655207816,0.0034332541355869823,-0.05944184077226517,-4.1676510577790176e-05
73,0.9982701639749093,0.0034762035104518693,-0.058690663099947735,4.232670753990781e-05
74,0.9982877363601301,0.0038837797262881004,-0.05836509588778778,0.00016513635069857058
75,0.9982809912630063,0.003962174137311326,-0.05847507851747836,0.00016985708709208922
76,0.9982869811675988,0.003771467087273108,-0.05838520645258785,0.00021664436399954662
77,0.9983029884056565,0.0033534236164085513,-0.05813688895882954,5.707300070528083e-06
78,0.9982310222701904,0.003975863724213149,-0.05932128527791197,-6.162818751254832e-05
79,0.998228843037158,0.003991239523741391,-0.05935689223695479,-7.924476044616932e-05
80,0.9982675799032195,0.004561303785801427,-0.058660311027600734,-3.649778226760953e-05
81,0.9982841082906979,0.004126427203165172,-0.058410627124378896,-0.00010184164223215854
82,0.9982406737616895,0.004553698178699782,-0.059117009146734206,1.761392756455477e-05
83,0.9982637660640769,0.004048227277244843,-0.0587627876924885,-1.444027387407789e-06
84,0.9982871815678906,0.0042200992755639455,-0.05835140582448639,-8.5543251689636e-05
85,0.9982753207547799,0.004628479210571562,-0.05852314217108521,5.46128355063675e-05
86,0.9982516620131623,0.004915875783551696,-0.0589019611707401,0.00011146066818917491
87,0.9982845732542517,0.004673563106431834,-0.05836147676108298,8.149069026248323e-05
88,0.9982840899879193,0.00473873921801743,-0.058364487614774946,8.132084886658422e-05
89,0.9983072625572523,0.004068127338156754,-0.05801772096350894,-6.260675837474267e-05
90,0.9982736275179004,0.00410948033583782,-0.05859054708092004,-0.0001567366592983001
91,0.9982944283155932,0.003768567086903311,-0.05825832016194711,-2.0689670639551164e-05
92,0.9983061747137465,0.003465130141818986,-0.05807545841779656,-0.0001246237116030592
93,0.99828268077351,0.0038528728070966627,-0.05845353639125018,-0.00016947608518603658
94,0.9982596281128084,0.004129816890111916,-0.058827173997804724,-0.0001519604016338281
95,0.9982256876017787,0.004710678836340757,-0.05935694560600444,-0.00019780086648599324
96,0.9982470227226812,0.004927793693142868,-0.05897919404160256,-0.0002305316105083411
97,0.9983009339723322,0.004213408331510494,-0.05811535292822176,-0.00031332767109186233
98,0.9983195134529312,0.003807257824077925,-0.057823255070013006,-0.0003535817748879631
99,0.9983219254208847,0.0041997748255746155,-0.057755340593298815,-0.00012549224602325095
100,0.9982976699766859,0.003752930436542645,-0.058203115994562606,-0.000273716609232177
101,0.9983181174680351,0.004293504630241934,-0.057814274493533664,-0.00010870995693914439
102,0.9982680849038756,0.003709217463629562,-0.05871106300337017,-0.0002888757002726697
103,0.998279423134673,0.0041975839426803795,-0.05848528870363371,-0.00021128227866454755
104,0.9982982398301097,0.0038444618754682426,-0.05818755628025004,-0.0002296935472836787
105,0.998295518153912,0.00426384966938992,-0.05820527206109291,-0.00015596186498616934
106,0.9982871149027155,0.0043771241112506186,-0.05834075717932911,-0.0001818116324434324
107,0.9982759116437123,0.004459801106290195,-0.05852598997445995,-0.00015133907956959859
108,0.9982282890681321,0.004340186926043191,-0.05934163931051863,-0.00012460135256115243
109,0.9982379140451081,0.004518288942848956,-0.05916617013247537,-0.00012782705269773017
110,0.9982064066877473,0.004214063070748447,-0.05971761197676444,-0.00013468394157494187
111,0.9982130766090364,0.004161096393727926,-0.05960988595708312,2.144079632089743e-05
112,0.9982046676667947,0.00444718598939829,-0.059729869966625146,-8.135581998078176e-05
113,0.9982189193535034,0.0045067439633199825,-0.059486657892243486,-0.00012584269640164634
114,0.9982301105455357,0.005079112106551299,-0.05925223212661931,-0.0001483525185568639
115,0.9982503816116108,0.005530784259798332,-0.05886873336445703,-0.0002413914029786209
116,0.9982928720981653,0.005140877957496005,-0.05817749132947128,-0.0005407350847003059
117,0.9982738270140304,0.005696458913441477,-0.05845310941215348,-0.000388142576623922
118,0.9982699658385276,0.005650644143896029,-0.05852382702709547,-0.0003274074016608922
119,0.9982709960407318,0.005642139684201272,-0.058506653198364886,-0.0003952912284654039
120,0.9982677721266926,0.005764898985649224,-0.058549977749087136,-0.00034810699043510735
121,0.9982863230316207,0.005626835116401014,-0.058245911954288174,-0.00041196503808883875
122,0.9982878658795812,0.005668185256341829,-0.05821511752728489,-0.000456732718051448
123,0.9982701984422625,0.005471753582177495,-0.05853639583351596,-0.0004014693061485341
124,0.9982977787241627,0.005530581941841598,-0.058058281451095664,-0.0004400144683985242
125,0.9982771833398266,0.005048191568697518,-0.058453438697500366,-0.0006135873412971053
126,0.9982525822773959,0.005699229696806077,-0.0588123225943439,-0.0006414580519949794
127,0.9982266586163406,0.005627677392094767,-0.05925843275529389,-0.0005526501717335364
128,0.9982452294596248,0.005704267187568546,-0.05893686888675263,-0.0006071925388958931
129,0.9982429042794521,0.006053587040186674,-0.058941682029661074,-0.000579878595944032
130,0.9982397849790906,0.006533970531597974,-0.0589429182635144,-0.0006093443788746522
131,0.9982093288276508,0.006882289088583152,-0.05941862040375493,-0.0004443958443749037
132,0.9982119621327681,0.006870650984600173,-0.05937492930015115,-0.0005390553766171427
133,0.9982018968407497,0.006841297330743371,-0.059547539503507926,-0.0005102288110805578
134,0.9982024127610294,0.006556148408246097,-0.05957183074215267,-0.00039630561013830165
135,0.9982058217184331,0.005666021846702719,-0.05960645045903836,-0.00032364723827238586
136,0.9982167256232758,0.005331635701057356,-0.059454808057853845,-0.00026104693214637026
137,0.9982215137079564,0.005519348505342343,-0.059357464647520126,-0.00019430206138174177
138,0.9982396900569315,0.0049046877648719275,-0.059105055664498675,-0.0002400580496564888
139,0.9982112697713814,0.005735383121419189,-0.05950870974986499,-0.00028239292352053854
140,0.9982140348156955,0.005711185246352437,-0.0594643516625689,-0.0003375520728671776
